reason_id,score_id,feature_name,feature_value,contribution_score,impact_direction,reason_rank
RS0000000345,SC000000229,x6_product_gap,0.15,-0.4763,NEGATIVE,3
RS0000000346,SC000000229,x4_salary_account,0.0,-0.4007,NEGATIVE,4
RS0000000347,SC000000229,x3_digital_activity,0.6435,0.1165,POSITIVE,5
RS0000000348,SC000000229,x2_income,0.2411,-0.097,NEGATIVE,6
RS0000000349,SC000000235,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000000350,SC000000235,x1_monthly_spending,0.0746,-0.5088,NEGATIVE,2
RS0000000351,SC000000235,x2_income,0.0642,-0.3166,NEGATIVE,3
RS0000000352,SC000000235,x6_product_gap,0.58,0.2963,POSITIVE,4
RS0000000353,SC000000235,x3_digital_activity,0.1012,-0.2036,NEGATIVE,5
RS0000000354,SC000000235,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000000355,SC000000237,x4_salary_account,1.0,0.1827,POSITIVE,1
RS0000000356,SC000000237,x2_income,0.0642,-0.1633,NEGATIVE,2
RS0000000357,SC000000237,x1_monthly_spending,0.4098,-0.1144,NEGATIVE,3
RS0000000358,SC000000237,x5_campaign_response,0.25,0.0778,POSITIVE,4
RS0000000359,SC000000237,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000000360,SC000000237,x3_digital_activity,0.5161,0.013,POSITIVE,6
RS0000000361,SC000000241,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000000362,SC000000241,x1_monthly_spending,0.6823,0.2312,POSITIVE,2
RS0000000363,SC000000241,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000000364,SC000000241,x6_product_gap,0.6975,0.0595,POSITIVE,4
RS0000000365,SC000000241,x3_digital_activity,0.5112,0.009,POSITIVE,5
RS0000000366,SC000000241,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000000367,SC000000245,x1_monthly_spending,0.117,-0.4857,NEGATIVE,1
RS0000000368,SC000000245,x3_digital_activity,0.2351,-0.2151,NEGATIVE,2
RS0000000369,SC000000245,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000000370,SC000000245,x6_product_gap,0.7525,0.1134,POSITIVE,4
RS0000000371,SC000000245,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000000372,SC000000245,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000000373,SC000000249,x1_monthly_spending,0.8398,0.4309,POSITIVE,1
RS0000000374,SC000000249,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000000375,SC000000249,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000000376,SC000000249,x2_income,0.9392,0.1646,POSITIVE,4
RS0000000377,SC000000249,x6_product_gap,0.7525,0.1134,POSITIVE,5
RS0000000378,SC000000249,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000000379,SC000000253,x1_monthly_spending,0.2198,-0.3553,NEGATIVE,1
RS0000000380,SC000000253,x3_digital_activity,0.9051,0.3288,POSITIVE,2
RS0000000381,SC000000253,x6_product_gap,0.945,0.3018,POSITIVE,3
RS0000000382,SC000000253,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000000383,SC000000253,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000000384,SC000000253,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000000385,SC000000260,x5_campaign_response,0.75,1.6797,POSITIVE,1
RS0000000386,SC000000260,x1_monthly_spending,0.9494,0.5235,POSITIVE,2
RS0000000387,SC000000260,x6_product_gap,0.6425,0.1459,POSITIVE,3
RS0000000388,SC000000260,x3_digital_activity,0.6549,0.1048,POSITIVE,4
RS0000000389,SC000000260,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000000390,SC000000260,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000000391,SC000000264,x6_product_gap,1.0,0.8863,POSITIVE,1
RS0000000392,SC000000264,x3_digital_activity,0.9342,0.2939,POSITIVE,2
RS0000000393,SC000000264,x5_campaign_response,0.0,-0.1847,NEGATIVE,3
RS0000000394,SC000000264,x4_salary_account,1.0,0.1004,POSITIVE,4
RS0000000395,SC000000264,x1_monthly_spending,0.5038,0.0044,POSITIVE,5
RS0000000396,SC000000264,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000000397,SC000000268,x5_campaign_response,0.75,1.6797,POSITIVE,1
RS0000000398,SC000000268,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000000399,SC000000268,x1_monthly_spending,0.9008,0.4669,POSITIVE,3
RS0000000400,SC000000268,x2_income,0.7598,0.2226,POSITIVE,4
RS0000000401,SC000000268,x3_digital_activity,0.8009,0.2036,POSITIVE,5
RS0000000402,SC000000268,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000000403,SC000000270,x5_campaign_response,0.25,0.3152,POSITIVE,1
RS0000000404,SC000000270,x1_monthly_spending,0.192,-0.2557,NEGATIVE,2
RS0000000405,SC000000270,x2_income,0.2411,-0.2237,NEGATIVE,3
RS0000000406,SC000000270,x6_product_gap,0.73,0.2076,POSITIVE,4
RS0000000407,SC000000270,x4_salary_account,1.0,0.1746,POSITIVE,5
RS0000000408,SC000000270,x3_digital_activity,0.2633,-0.166,NEGATIVE,6
RS0000000409,SC000000275,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000000410,SC000000275,x1_monthly_spending,0.0328,-0.5588,NEGATIVE,2
RS0000000411,SC000000275,x3_digital_activity,0.1012,-0.2036,NEGATIVE,3
RS0000000412,SC000000275,x6_product_gap,0.4,-0.1342,NEGATIVE,4
RS0000000413,SC000000275,x4_salary_account,0.0,-0.0285,NEGATIVE,5
RS0000000414,SC000000275,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000000415,SC000000277,x1_monthly_spending,0.0989,-0.5086,NEGATIVE,1
RS0000000416,SC000000277,x5_campaign_response,0.5,0.502,POSITIVE,2
RS0000000417,SC000000277,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000000418,SC000000277,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000000419,SC000000277,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000000420,SC000000277,x6_product_gap,0.615,-0.0212,NEGATIVE,6
RS0000000421,SC000000281,x1_monthly_spending,0.9596,0.5827,POSITIVE,1
RS0000000422,SC000000281,x5_campaign_response,0.5,0.502,POSITIVE,2
RS0000000423,SC000000281,x4_salary_account,0.0,-0.4007,NEGATIVE,3
RS0000000424,SC000000281,x2_income,0.7598,0.0973,POSITIVE,4
RS0000000425,SC000000281,x6_product_gap,0.67,0.0326,POSITIVE,5
RS0000000426,SC000000281,x3_digital_activity,0.4904,-0.0078,NEGATIVE,6
RS0000000427,SC000000285,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000000428,SC000000285,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000000429,SC000000285,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000000430,SC000000285,x1_monthly_spending,0.2702,-0.2915,NEGATIVE,4
RS0000000431,SC000000285,x6_product_gap,0.505,-0.1289,NEGATIVE,5
RS0000000432,SC000000285,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000000433,SC000000289,x6_product_gap,0.835,0.1941,POSITIVE,1
RS0000000434,SC000000289,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000000435,SC000000289,x3_digital_activity,0.3719,-0.104,NEGATIVE,3
RS0000000436,SC000000289,x2_income,0.7598,0.0973,POSITIVE,4
RS0000000437,SC000000289,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000000438,SC000000289,x1_monthly_spending,0.5059,0.0075,POSITIVE,6
RS0000000439,SC000000296,x5_campaign_response,0.5,1.0582,POSITIVE,1
RS0000000440,SC000000296,x6_product_gap,0.74,0.3478,POSITIVE,2
RS0000000441,SC000000296,x4_salary_account,0.0,-0.2202,NEGATIVE,3
RS0000000442,SC000000296,x3_digital_activity,0.6694,0.1147,POSITIVE,4
RS0000000443,SC000000296,x1_monthly_spending,0.4945,-0.0064,NEGATIVE,5
RS0000000444,SC000000296,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000000445,SC000000298,x4_salary_account,0.0,-0.3829,NEGATIVE,1
RS0000000446,SC000000298,x5_campaign_response,0.25,0.3152,POSITIVE,2
RS0000000447,SC000000298,x6_product_gap,0.82,0.3017,POSITIVE,3
RS0000000448,SC000000298,x1_monthly_spending,0.1456,-0.2943,NEGATIVE,4
RS0000000449,SC000000298,x2_income,0.2411,-0.2237,NEGATIVE,5
RS0000000450,SC000000298,x3_digital_activity,0.5597,0.0418,POSITIVE,6
RS0000000451,SC000000303,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000000452,SC000000303,x3_digital_activity,0.9582,0.2339,POSITIVE,2
RS0000000453,SC000000303,x2_income,0.7598,0.1887,POSITIVE,3
RS0000000454,SC000000303,x1_monthly_spending,0.584,0.1005,POSITIVE,4
RS0000000455,SC000000303,x6_product_gap,0.49,0.0811,POSITIVE,5
RS0000000456,SC000000303,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000000457,SC000000305,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000000458,SC000000305,x3_digital_activity,0.9312,0.35,POSITIVE,2
RS0000000459,SC000000305,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000000460,SC000000305,x2_income,0.2411,-0.097,NEGATIVE,4
RS0000000461,SC000000305,x6_product_gap,0.7,0.062,POSITIVE,5
RS0000000462,SC000000305,x1_monthly_spending,0.4994,-0.0008,NEGATIVE,6
RS0000000463,SC000000311,x6_product_gap,0.67,0.5115,POSITIVE,1
RS0000000464,SC000000311,x1_monthly_spending,0.0884,-0.4923,NEGATIVE,2
RS0000000465,SC000000311,x5_campaign_response,0.0,-0.232,NEGATIVE,3
RS0000000466,SC000000311,x2_income,0.2411,-0.1881,NEGATIVE,4
RS0000000467,SC000000311,x3_digital_activity,0.7327,0.1188,POSITIVE,5
RS0000000468,SC000000311,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000000469,SC000000315,x6_product_gap,0.67,0.5115,POSITIVE,1
RS0000000470,SC000000315,x5_campaign_response,0.25,0.1955,POSITIVE,2
RS0000000471,SC000000315,x2_income,0.2411,-0.1881,NEGATIVE,3
RS0000000472,SC000000315,x3_digital_activity,0.3373,-0.0831,NEGATIVE,4
RS0000000473,SC000000315,x1_monthly_spending,0.5512,0.0612,POSITIVE,5
RS0000000474,SC000000315,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000000475,SC000000318,x5_campaign_response,0.75,1.3534,POSITIVE,1
RS0000000476,SC000000318,x6_product_gap,0.15,-0.399,NEGATIVE,2
RS0000000477,SC000000318,x3_digital_activity,0.1012,-0.2797,NEGATIVE,3
RS0000000478,SC000000318,x2_income,0.7598,0.2245,POSITIVE,4
RS0000000479,SC000000318,x1_monthly_spending,0.7475,0.2055,POSITIVE,5
RS0000000480,SC000000318,x4_salary_account,1.0,0.1746,POSITIVE,6
RS0000000481,SC000000323,x6_product_gap,0.67,0.5115,POSITIVE,1
RS0000000482,SC000000323,x1_monthly_spending,0.24,-0.311,NEGATIVE,2
RS0000000483,SC000000323,x5_campaign_response,0.25,0.1955,POSITIVE,3
RS0000000484,SC000000323,x2_income,0.2411,-0.1881,NEGATIVE,4
RS0000000485,SC000000323,x3_digital_activity,0.867,0.1873,POSITIVE,5
RS0000000486,SC000000323,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000000487,SC000000325,x1_monthly_spending,0.0491,-0.5718,NEGATIVE,1
RS0000000488,SC000000325,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000000489,SC000000325,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000000490,SC000000325,x2_income,0.0642,-0.1633,NEGATIVE,4
RS0000000491,SC000000325,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000000492,SC000000325,x6_product_gap,0.615,-0.0212,NEGATIVE,6
RS0000000493,SC000000330,x1_monthly_spending,0.1627,-0.2801,NEGATIVE,1
RS0000000494,SC000000330,x2_income,0.7598,0.2245,POSITIVE,2
RS0000000495,SC000000330,x5_campaign_response,0.0,-0.2039,NEGATIVE,3
RS0000000496,SC000000330,x3_digital_activity,0.2339,-0.1867,NEGATIVE,4
RS0000000497,SC000000330,x4_salary_account,1.0,0.1746,POSITIVE,5
RS0000000498,SC000000330,x6_product_gap,0.58,0.0507,POSITIVE,6
RS0000000499,SC000000335,x5_campaign_response,0.75,1.0503,POSITIVE,1
RS0000000500,SC000000335,x1_monthly_spending,0.0465,-0.5425,NEGATIVE,2
RS0000000501,SC000000335,x3_digital_activity,0.1012,-0.2036,NEGATIVE,3
RS0000000502,SC000000335,x6_product_gap,0.4,-0.1342,NEGATIVE,4
RS0000000503,SC000000335,x4_salary_account,0.0,-0.0285,NEGATIVE,5
RS0000000504,SC000000335,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000000505,SC000000338,x5_campaign_response,0.75,1.3534,POSITIVE,1
RS0000000506,SC000000338,x6_product_gap,0.15,-0.399,NEGATIVE,2
RS0000000507,SC000000338,x1_monthly_spending,0.1626,-0.2801,NEGATIVE,3
RS0000000508,SC000000338,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000000509,SC000000338,x3_digital_activity,0.6336,0.0937,POSITIVE,5
RS0000000510,SC000000338,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000000511,SC000000343,x6_product_gap,0.67,0.5115,POSITIVE,1
RS0000000512,SC000000343,x1_monthly_spending,0.8565,0.4264,POSITIVE,2
RS0000000513,SC000000343,x5_campaign_response,0.0,-0.232,NEGATIVE,3
RS0000000514,SC000000343,x3_digital_activity,0.9365,0.2228,POSITIVE,4
RS0000000515,SC000000343,x4_salary_account,1.0,0.013,POSITIVE,5
RS0000000516,SC000000343,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000000517,SC000000348,x6_product_gap,0.74,0.3478,POSITIVE,1
RS0000000518,SC000000348,x2_income,0.2411,-0.2218,NEGATIVE,2
RS0000000519,SC000000348,x4_salary_account,0.0,-0.2202,NEGATIVE,3
RS0000000520,SC000000348,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000000521,SC000000348,x1_monthly_spending,0.3549,-0.169,NEGATIVE,5
RS0000000522,SC000000348,x3_digital_activity,0.4871,-0.0087,NEGATIVE,6
RS0000000523,SC000000349,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000000524,SC000000349,x3_digital_activity,0.8999,0.3246,POSITIVE,2
RS0000000525,SC000000349,x1_monthly_spending,0.7031,0.2575,POSITIVE,3
RS0000000526,SC000000349,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000000527,SC000000349,x2_income,0.7598,0.0973,POSITIVE,5
RS0000000528,SC000000349,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000000529,SC000000353,x1_monthly_spending,0.8627,0.4599,POSITIVE,1
RS0000000530,SC000000353,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000000531,SC000000353,x6_product_gap,0.835,0.1941,POSITIVE,3
RS0000000532,SC000000353,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000000533,SC000000353,x3_digital_activity,0.6784,0.1448,POSITIVE,5
RS0000000534,SC000000353,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000000535,SC000000357,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000000536,SC000000357,x6_product_gap,0.15,-0.4763,NEGATIVE,2
RS0000000537,SC000000357,x1_monthly_spending,0.8731,0.4731,POSITIVE,3
RS0000000538,SC000000357,x3_digital_activity,0.1012,-0.3237,NEGATIVE,4
RS0000000539,SC000000357,x4_salary_account,1.0,0.1827,POSITIVE,5
RS0000000540,SC000000357,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000000541,SC000000361,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000000542,SC000000361,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000000543,SC000000361,x1_monthly_spending,0.5857,0.1087,POSITIVE,3
RS0000000544,SC000000361,x2_income,0.7598,0.0973,POSITIVE,4
RS0000000545,SC000000361,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000000546,SC000000361,x3_digital_activity,0.5235,0.0191,POSITIVE,6
RS0000000547,SC000000365,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000000548,SC000000365,x1_monthly_spending,0.2246,-0.3493,NEGATIVE,2
RS0000000549,SC000000365,x3_digital_activity,0.755,0.207,POSITIVE,3
RS0000000550,SC000000365,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000000551,SC000000365,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000000552,SC000000365,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000000553,SC000000369,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000000554,SC000000369,x6_product_gap,0.835,0.1941,POSITIVE,2
RS0000000555,SC000000369,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000000556,SC000000369,x1_monthly_spending,0.5961,0.1219,POSITIVE,4
RS0000000557,SC000000369,x3_digital_activity,0.4214,-0.0638,NEGATIVE,5
RS0000000558,SC000000369,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000000559,SC000000373,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000000560,SC000000373,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000000561,SC000000373,x3_digital_activity,0.9437,0.3602,POSITIVE,3
RS0000000562,SC000000373,x2_income,0.0642,-0.1633,NEGATIVE,4
RS0000000563,SC000000373,x1_monthly_spending,0.4413,-0.0744,NEGATIVE,5
RS0000000564,SC000000373,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000000565,SC000000377,x3_digital_activity,0.9322,0.3508,POSITIVE,1
RS0000000566,SC000000377,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000000567,SC000000377,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000000568,SC000000377,x2_income,0.0642,-0.1633,NEGATIVE,4
RS0000000569,SC000000377,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000000570,SC000000377,x1_monthly_spending,0.4735,-0.0336,NEGATIVE,6
RS0000000571,SC000000384,x5_campaign_response,0.75,1.6797,POSITIVE,1
RS0000000572,SC000000384,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000000573,SC000000384,x1_monthly_spending,0.3461,-0.1793,NEGATIVE,3
RS0000000574,SC000000384,x4_salary_account,1.0,0.1004,POSITIVE,4
RS0000000575,SC000000384,x3_digital_activity,0.6245,0.0843,POSITIVE,5
RS0000000576,SC000000384,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000000577,SC000000388,x6_product_gap,0.8375,0.5498,POSITIVE,1
RS0000000578,SC000000388,x3_digital_activity,0.1012,-0.2699,NEGATIVE,2
RS0000000579,SC000000388,x2_income,0.2411,-0.2218,NEGATIVE,3
RS0000000580,SC000000388,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000000581,SC000000388,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000000582,SC000000388,x1_monthly_spending,0.5164,0.0191,POSITIVE,6
RS0000000583,SC000000389,x5_campaign_response,0.9,1.1808,POSITIVE,1
RS0000000584,SC000000389,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000000585,SC000000389,x1_monthly_spending,0.2222,-0.3524,NEGATIVE,3
RS0000000586,SC000000389,x6_product_gap,0.78,0.1403,POSITIVE,4
RS0000000587,SC000000389,x3_digital_activity,0.6619,0.1314,POSITIVE,5
RS0000000588,SC000000389,x2_income,0.2411,-0.097,NEGATIVE,6
RS0000000589,SC000000395,x6_product_gap,0.73,0.655,POSITIVE,1
RS0000000590,SC000000395,x1_monthly_spending,0.2705,-0.2745,NEGATIVE,2
RS0000000591,SC000000395,x3_digital_activity,0.9548,0.2321,POSITIVE,3
RS0000000592,SC000000395,x5_campaign_response,0.0,-0.232,NEGATIVE,4
RS0000000593,SC000000395,x2_income,0.2411,-0.1881,NEGATIVE,5
RS0000000594,SC000000395,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000000595,SC000000397,x6_product_gap,1.0,0.3556,POSITIVE,1
RS0000000596,SC000000397,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000000597,SC000000397,x1_monthly_spending,0.7107,0.2672,POSITIVE,3
RS0000000598,SC000000397,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000000599,SC000000397,x3_digital_activity,0.6685,0.1368,POSITIVE,5
RS0000000600,SC000000397,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000000601,SC000000401,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000000602,SC000000401,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000000603,SC000000401,x1_monthly_spending,0.7948,0.3738,POSITIVE,3
RS0000000604,SC000000401,x3_digital_activity,0.6661,0.1348,POSITIVE,4
RS0000000605,SC000000401,x6_product_gap,0.5875,-0.0481,NEGATIVE,5
RS0000000606,SC000000401,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000000607,SC000000408,x5_campaign_response,1.0,2.3011,POSITIVE,1
RS0000000608,SC000000408,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000000609,SC000000408,x3_digital_activity,0.1012,-0.2699,NEGATIVE,3
RS0000000610,SC000000408,x1_monthly_spending,0.6616,0.1882,POSITIVE,4
RS0000000611,SC000000408,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000000612,SC000000408,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000000613,SC000000409,x5_campaign_response,0.9,1.1808,POSITIVE,1
RS0000000614,SC000000409,x3_digital_activity,0.8219,0.2612,POSITIVE,2
RS0000000615,SC000000409,x1_monthly_spending,0.7003,0.2539,POSITIVE,3
RS0000000616,SC000000409,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000000617,SC000000409,x2_income,0.9392,0.1646,POSITIVE,5
RS0000000618,SC000000409,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000000619,SC000000414,x5_campaign_response,0.75,1.3534,POSITIVE,1
RS0000000620,SC000000414,x2_income,0.0642,-0.3766,NEGATIVE,2
RS0000000621,SC000000414,x1_monthly_spending,0.2461,-0.2108,NEGATIVE,3
RS0000000622,SC000000414,x6_product_gap,0.73,0.2076,POSITIVE,4
RS0000000623,SC000000414,x4_salary_account,1.0,0.1746,POSITIVE,5
RS0000000624,SC000000414,x3_digital_activity,0.6515,0.1063,POSITIVE,6
RS0000000625,SC000000420,x6_product_gap,0.74,0.3478,POSITIVE,1
RS0000000626,SC000000420,x3_digital_activity,0.9194,0.2839,POSITIVE,2
RS0000000627,SC000000420,x2_income,0.2411,-0.2218,NEGATIVE,3
RS0000000628,SC000000420,x4_salary_account,0.0,-0.2202,NEGATIVE,4
RS0000000629,SC000000420,x5_campaign_response,0.0,-0.1847,NEGATIVE,5
RS0000000630,SC000000420,x1_monthly_spending,0.5182,0.0212,POSITIVE,6
RS0000000631,SC000000421,x1_monthly_spending,0.8037,0.3851,POSITIVE,1
RS0000000632,SC000000421,x6_product_gap,0.945,0.3018,POSITIVE,2
RS0000000633,SC000000421,x3_digital_activity,0.8441,0.2793,POSITIVE,3
RS0000000634,SC000000421,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000000635,SC000000421,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000000636,SC000000421,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000000637,SC000000425,x3_digital_activity,0.1425,-0.2902,NEGATIVE,1
RS0000000638,SC000000425,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000000639,SC000000425,x1_monthly_spending,0.4375,-0.0793,NEGATIVE,3
RS0000000640,SC000000425,x5_campaign_response,0.25,0.0778,POSITIVE,4
RS0000000641,SC000000425,x6_product_gap,0.615,-0.0212,NEGATIVE,5
RS0000000642,SC000000425,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000000643,SC000000431,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000000644,SC000000431,x1_monthly_spending,0.1727,-0.3915,NEGATIVE,2
RS0000000645,SC000000431,x2_income,0.7598,0.1887,POSITIVE,3
RS0000000646,SC000000431,x6_product_gap,0.52,0.1528,POSITIVE,4
RS0000000647,SC000000431,x3_digital_activity,0.2224,-0.1417,NEGATIVE,5
RS0000000648,SC000000431,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000000649,SC000000435,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000000650,SC000000435,x6_product_gap,0.64,0.4398,POSITIVE,2
RS0000000651,SC000000435,x3_digital_activity,0.1012,-0.2036,NEGATIVE,3
RS0000000652,SC000000435,x2_income,0.7598,0.1887,POSITIVE,4
RS0000000653,SC000000435,x1_monthly_spending,0.3703,-0.1551,NEGATIVE,5
RS0000000654,SC000000435,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000000655,SC000000440,x5_campaign_response,0.9,2.0525,POSITIVE,1
RS0000000656,SC000000440,x6_product_gap,1.0,0.8863,POSITIVE,2
RS0000000657,SC000000440,x2_income,0.7598,0.2226,POSITIVE,3
RS0000000658,SC000000440,x3_digital_activity,0.7787,0.1886,POSITIVE,4
RS0000000659,SC000000440,x1_monthly_spending,0.6536,0.1789,POSITIVE,5
RS0000000660,SC000000440,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000000661,SC000000442,x5_campaign_response,0.5,0.8343,POSITIVE,1
RS0000000662,SC000000442,x4_salary_account,0.0,-0.3829,NEGATIVE,2
RS0000000663,SC000000442,x2_income,0.0642,-0.3766,NEGATIVE,3
RS0000000664,SC000000442,x6_product_gap,0.76,0.239,POSITIVE,4
RS0000000665,SC000000442,x1_monthly_spending,0.2245,-0.2287,NEGATIVE,5
RS0000000666,SC000000442,x3_digital_activity,0.4429,-0.0401,NEGATIVE,6
RS0000000667,SC000000445,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000000668,SC000000445,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000000669,SC000000445,x3_digital_activity,0.9796,0.3893,POSITIVE,3
RS0000000670,SC000000445,x6_product_gap,0.5325,-0.1019,NEGATIVE,4
RS0000000671,SC000000445,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000000672,SC000000445,x1_monthly_spending,0.5462,0.0586,POSITIVE,6
RS0000000673,SC000000452,x5_campaign_response,0.9,2.0525,POSITIVE,1
RS0000000674,SC000000452,x6_product_gap,0.74,0.3478,POSITIVE,2
RS0000000675,SC000000452,x4_salary_account,0.0,-0.2202,NEGATIVE,3
RS0000000676,SC000000452,x1_monthly_spending,0.5902,0.1051,POSITIVE,4
RS0000000677,SC000000452,x3_digital_activity,0.5276,0.0187,POSITIVE,5
