score_id,customer_id,snapshot_date,product_id,model_id,model_version,propensity_probability,product_propensity_score,customer_value_score,intent_signal_score,engagement_score,timing_score,relationship_score,smart_growth_score,priority_level,prediction_timestamp
SC000000151,CUS00000038,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4621,46.21,84.55,41.66,57.47,86.33,65.0,60.55,Low,2026-08-31 18:00:00
SC000000152,CUS00000038,2026-08-31,P009,sge_propensity_logreg,v3.0,0.8823,88.23,84.55,66.28,57.47,86.33,65.0,75.98,Medium,2026-08-31 18:00:00
SC000000153,CUS00000039,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8497,84.97,70.36,47.51,58.21,66.33,70.21,67.2,Low,2026-08-31 18:00:00
SC000000154,CUS00000039,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6004,60.04,70.36,35.51,58.21,66.33,70.21,58.57,Do not prioritize,2026-08-31 18:00:00
SC000000155,CUS00000039,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6585,65.85,70.36,35.51,58.21,66.33,70.21,60.02,Low,2026-08-31 18:00:00
SC000000156,CUS00000039,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3778,37.78,70.36,22.51,58.21,66.33,70.21,50.4,Do not prioritize,2026-08-31 18:00:00
SC000000157,CUS00000040,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6781,67.81,90.61,41.65,56.36,78.33,61.88,65.88,Low,2026-08-31 18:00:00
SC000000158,CUS00000040,2026-08-31,P004,sge_propensity_logreg,v3.0,0.7049,70.49,90.61,51.4,56.36,78.33,61.88,68.5,Low,2026-08-31 18:00:00
SC000000159,CUS00000040,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7588,75.88,90.61,51.4,56.36,78.33,61.88,69.85,Low,2026-08-31 18:00:00
SC000000160,CUS00000040,2026-08-31,P009,sge_propensity_logreg,v3.0,0.603,60.3,90.61,41.65,56.36,78.33,61.88,64.0,Low,2026-08-31 18:00:00
SC000000161,CUS00000041,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5656,56.56,60.33,40.1,62.07,86.33,65.62,58.73,Do not prioritize,2026-08-31 18:00:00
SC000000162,CUS00000041,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5084,50.84,60.33,44.35,62.07,86.33,65.62,58.15,Do not prioritize,2026-08-31 18:00:00
SC000000163,CUS00000041,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2311,23.11,60.33,28.85,62.07,86.33,65.62,48.12,Do not prioritize,2026-08-31 18:00:00
SC000000164,CUS00000041,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5279,52.79,60.33,43.98,62.07,86.33,65.62,58.56,Do not prioritize,2026-08-31 18:00:00
SC000000165,CUS00000042,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4563,45.63,28.55,42.76,40.48,63.0,68.75,44.92,Do not prioritize,2026-08-31 18:00:00
SC000000166,CUS00000042,2026-08-31,P004,sge_propensity_logreg,v3.0,0.484,48.4,28.55,53.26,40.48,63.0,68.75,47.71,Do not prioritize,2026-08-31 18:00:00
SC000000167,CUS00000042,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2263,22.63,28.55,37.76,40.48,59.0,68.75,37.77,Do not prioritize,2026-08-31 18:00:00
SC000000168,CUS00000042,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1349,13.49,28.55,30.26,40.48,63.0,68.75,34.38,Do not prioritize,2026-08-31 18:00:00
SC000000169,CUS00000043,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5627,56.27,59.35,54.88,44.09,83.33,65.62,58.42,Do not prioritize,2026-08-31 18:00:00
SC000000170,CUS00000043,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4212,42.12,59.35,33.63,44.09,83.33,65.62,50.63,Do not prioritize,2026-08-31 18:00:00
SC000000171,CUS00000043,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5261,52.61,59.35,44.88,44.09,83.33,65.62,55.51,Do not prioritize,2026-08-31 18:00:00
SC000000172,CUS00000043,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5163,51.63,59.35,44.57,44.09,83.33,65.62,55.2,Do not prioritize,2026-08-31 18:00:00
SC000000173,CUS00000044,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5964,59.64,24.95,76.52,34.68,74.67,67.08,54.58,Do not prioritize,2026-08-31 18:00:00
SC000000174,CUS00000044,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1798,17.98,24.95,36.52,34.68,74.67,67.08,36.17,Do not prioritize,2026-08-31 18:00:00
SC000000175,CUS00000044,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3907,39.07,24.95,56.52,34.68,74.67,67.08,45.44,Do not prioritize,2026-08-31 18:00:00
SC000000176,CUS00000044,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2666,26.66,24.95,49.64,34.68,74.67,67.08,40.96,Do not prioritize,2026-08-31 18:00:00
SC000000177,CUS00000045,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8075,80.75,89.13,62.86,42.33,74.67,62.5,70.65,Medium,2026-08-31 18:00:00
SC000000178,CUS00000045,2026-08-31,P004,sge_propensity_logreg,v3.0,0.671,67.1,89.13,48.86,42.33,74.67,62.5,64.44,Low,2026-08-31 18:00:00
SC000000179,CUS00000045,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4105,41.05,89.13,30.36,42.33,74.67,62.5,54.23,Do not prioritize,2026-08-31 18:00:00
SC000000180,CUS00000045,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7615,76.15,89.13,48.74,42.33,74.67,62.5,66.68,Low,2026-08-31 18:00:00
SC000000181,CUS00000046,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2434,24.34,22.76,41.12,30.15,49.67,30.0,31.35,Do not prioritize,2026-08-31 18:00:00
SC000000182,CUS00000046,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2377,23.77,22.76,47.87,30.15,49.67,30.0,32.56,Do not prioritize,2026-08-31 18:00:00
SC000000183,CUS00000046,2026-08-31,P007,sge_propensity_logreg,v3.0,0.538,53.8,22.76,60.37,30.15,49.67,30.0,42.57,Do not prioritize,2026-08-31 18:00:00
SC000000184,CUS00000046,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2723,27.23,22.76,47.19,30.15,49.67,30.0,33.29,Do not prioritize,2026-08-31 18:00:00
SC000000185,CUS00000047,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5474,54.74,24.29,87.58,41.72,49.67,40.62,51.35,Do not prioritize,2026-08-31 18:00:00
SC000000186,CUS00000047,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2056,20.56,24.29,49.83,41.72,49.67,40.62,35.25,Do not prioritize,2026-08-31 18:00:00
SC000000187,CUS00000047,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2289,22.89,24.29,49.83,41.72,49.67,40.62,35.83,Do not prioritize,2026-08-31 18:00:00
SC000000188,CUS00000047,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1823,18.23,24.29,48.76,41.72,49.67,40.62,34.45,Do not prioritize,2026-08-31 18:00:00
SC000000189,CUS00000048,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2496,24.96,24.34,51.98,23.68,74.67,71.25,39.65,Do not prioritize,2026-08-31 18:00:00
SC000000190,CUS00000048,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3535,35.35,24.34,43.23,23.68,74.67,71.25,40.5,Do not prioritize,2026-08-31 18:00:00
SC000000191,CUS00000048,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6221,62.21,24.34,66.48,23.68,74.67,71.25,51.86,Do not prioritize,2026-08-31 18:00:00
SC000000192,CUS00000048,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1978,19.78,24.34,40.6,23.68,74.67,71.25,36.08,Do not prioritize,2026-08-31 18:00:00
SC000000193,CUS00000049,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5254,52.54,35.99,83.11,12.64,78.33,68.75,53.56,Do not prioritize,2026-08-31 18:00:00
SC000000194,CUS00000049,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1869,18.69,35.99,49.36,12.64,86.33,68.75,39.15,Do not prioritize,2026-08-31 18:00:00
SC000000195,CUS00000049,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1922,19.22,35.99,56.86,12.64,82.33,68.75,40.38,Do not prioritize,2026-08-31 18:00:00
SC000000196,CUS00000049,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3827,38.27,35.99,68.17,12.64,86.33,68.75,47.8,Do not prioritize,2026-08-31 18:00:00
SC000000197,CUS00000050,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6059,60.59,47.05,75.71,29.39,58.0,34.38,53.35,Do not prioritize,2026-08-31 18:00:00
SC000000198,CUS00000050,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4098,40.98,47.05,54.21,29.39,58.0,34.38,44.14,Do not prioritize,2026-08-31 18:00:00
SC000000199,CUS00000050,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5235,52.35,47.05,55.71,29.39,58.0,34.38,47.29,Do not prioritize,2026-08-31 18:00:00
SC000000200,CUS00000050,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4773,47.73,47.05,53.46,29.39,58.0,34.38,45.68,Do not prioritize,2026-08-31 18:00:00
SC000000201,CUS00000051,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6425,64.25,83.65,34.02,51.76,86.33,61.25,62.12,Low,2026-08-31 18:00:00
SC000000202,CUS00000051,2026-08-31,P004,sge_propensity_logreg,v3.0,0.64,64.0,83.65,42.27,51.76,86.33,61.25,63.71,Low,2026-08-31 18:00:00
SC000000203,CUS00000051,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6993,69.93,83.65,42.27,51.76,86.33,61.25,65.19,Low,2026-08-31 18:00:00
SC000000204,CUS00000051,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3996,39.96,83.65,27.77,51.76,86.33,61.25,54.8,Do not prioritize,2026-08-31 18:00:00
SC000000205,CUS00000052,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2597,25.97,35.86,32.35,46.41,38.0,24.38,33.33,Do not prioritize,2026-08-31 18:00:00
SC000000206,CUS00000052,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2949,29.49,35.86,19.6,46.41,38.0,24.38,31.66,Do not prioritize,2026-08-31 18:00:00
SC000000207,CUS00000052,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3275,32.75,35.86,19.6,46.41,38.0,24.38,32.48,Do not prioritize,2026-08-31 18:00:00
SC000000208,CUS00000052,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2755,27.55,35.86,18.54,46.41,38.0,24.38,30.97,Do not prioritize,2026-08-31 18:00:00
SC000000209,CUS00000053,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7234,72.34,79.24,58.26,53.07,86.33,61.25,68.3,Low,2026-08-31 18:00:00
SC000000210,CUS00000053,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6971,69.71,79.24,67.01,53.07,86.33,61.25,69.4,Low,2026-08-31 18:00:00
SC000000211,CUS00000053,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4199,41.99,79.24,47.01,53.07,86.33,61.25,58.47,Do not prioritize,2026-08-31 18:00:00
SC000000212,CUS00000053,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7964,79.64,79.24,67.01,53.07,86.33,61.25,71.88,Medium,2026-08-31 18:00:00
SC000000213,CUS00000054,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8259,82.59,29.5,53.09,69.47,70.67,54.38,60.09,Low,2026-08-31 18:00:00
SC000000214,CUS00000054,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4451,44.51,29.5,37.34,69.47,74.67,54.38,47.82,Do not prioritize,2026-08-31 18:00:00
SC000000215,CUS00000054,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4636,46.36,29.5,37.34,69.47,74.67,54.38,48.28,Do not prioritize,2026-08-31 18:00:00
SC000000216,CUS00000054,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2191,21.91,29.5,24.34,69.47,74.67,54.38,39.57,Do not prioritize,2026-08-31 18:00:00
SC000000217,CUS00000055,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2813,28.13,51.04,32.78,20.93,71.67,65.62,40.67,Do not prioritize,2026-08-31 18:00:00
SC000000218,CUS00000055,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3289,32.89,51.04,41.03,20.93,71.67,65.62,43.51,Do not prioritize,2026-08-31 18:00:00
SC000000219,CUS00000055,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2016,20.16,51.04,34.03,20.93,71.67,65.62,38.92,Do not prioritize,2026-08-31 18:00:00
SC000000220,CUS00000055,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3104,31.04,51.04,40.47,20.93,71.67,65.62,42.93,Do not prioritize,2026-08-31 18:00:00
SC000000221,CUS00000056,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4388,43.88,53.76,47.75,70.3,86.33,61.88,56.64,Do not prioritize,2026-08-31 18:00:00
SC000000222,CUS00000056,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4586,45.86,53.76,41.0,70.3,86.33,61.88,55.78,Do not prioritize,2026-08-31 18:00:00
SC000000223,CUS00000056,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6512,65.12,53.76,53.5,70.3,86.33,61.88,63.1,Low,2026-08-31 18:00:00
SC000000224,CUS00000056,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1941,19.41,53.76,26.5,70.3,86.33,61.88,46.27,Do not prioritize,2026-08-31 18:00:00
SC000000225,CUS00000057,2026-08-31,P001,sge_propensity_logreg,v3.0,0.1932,19.32,16.02,31.73,22.06,38.0,37.5,25.24,Do not prioritize,2026-08-31 18:00:00
SC000000226,CUS00000057,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2817,28.17,16.02,30.48,22.06,38.0,37.5,27.2,Do not prioritize,2026-08-31 18:00:00
SC000000227,CUS00000057,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1116,11.16,16.02,11.73,22.06,38.0,37.5,19.2,Do not prioritize,2026-08-31 18:00:00
SC000000228,CUS00000057,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2126,21.26,16.02,23.61,22.06,38.0,37.5,24.1,Do not prioritize,2026-08-31 18:00:00
SC000000229,CUS00000058,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3962,39.62,22.34,26.87,74.65,50.0,55.0,41.44,Do not prioritize,2026-08-31 18:00:00
SC000000230,CUS00000058,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3398,33.98,22.34,24.37,74.65,50.0,55.0,39.53,Do not prioritize,2026-08-31 18:00:00
SC000000231,CUS00000058,2026-08-31,P007,sge_propensity_logreg,v3.0,0.227,22.7,22.34,20.37,74.65,50.0,55.0,35.91,Do not prioritize,2026-08-31 18:00:00
SC000000232,CUS00000058,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1844,18.44,22.34,19.31,74.65,50.0,55.0,34.64,Do not prioritize,2026-08-31 18:00:00
SC000000233,CUS00000059,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2229,22.29,19.05,45.66,11.49,74.67,56.25,33.33,Do not prioritize,2026-08-31 18:00:00
SC000000234,CUS00000059,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2155,21.55,19.05,35.16,11.49,74.67,56.25,31.04,Do not prioritize,2026-08-31 18:00:00
SC000000235,CUS00000059,2026-08-31,P007,sge_propensity_logreg,v3.0,0.377,37.7,19.05,47.66,11.49,74.67,56.25,37.58,Do not prioritize,2026-08-31 18:00:00
SC000000236,CUS00000059,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1754,17.54,19.05,34.29,11.49,74.67,56.25,29.87,Do not prioritize,2026-08-31 18:00:00
SC000000237,CUS00000060,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4932,49.32,29.13,70.4,47.63,74.67,58.75,52.72,Do not prioritize,2026-08-31 18:00:00
SC000000238,CUS00000060,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2369,23.69,29.13,42.9,47.63,74.67,58.75,40.82,Do not prioritize,2026-08-31 18:00:00
SC000000239,CUS00000060,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3695,36.95,29.13,55.9,47.63,74.67,58.75,46.73,Do not prioritize,2026-08-31 18:00:00
SC000000240,CUS00000060,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3407,34.07,29.13,55.21,47.63,74.67,58.75,45.87,Do not prioritize,2026-08-31 18:00:00
SC000000241,CUS00000061,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7072,70.72,53.27,84.04,71.46,83.33,84.38,72.63,Medium,2026-08-31 18:00:00
SC000000242,CUS00000061,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4904,49.04,53.27,63.29,71.46,83.33,84.38,63.06,Low,2026-08-31 18:00:00
SC000000243,CUS00000061,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5293,52.93,53.27,63.29,71.46,83.33,84.38,64.03,Low,2026-08-31 18:00:00
SC000000244,CUS00000061,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5033,50.33,53.27,62.6,71.46,83.33,84.38,63.25,Low,2026-08-31 18:00:00
SC000000245,CUS00000062,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3832,38.32,35.88,52.46,25.27,74.67,68.75,45.38,Do not prioritize,2026-08-31 18:00:00
SC000000246,CUS00000062,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2978,29.78,35.88,39.46,25.27,74.67,68.75,40.65,Do not prioritize,2026-08-31 18:00:00
SC000000247,CUS00000062,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3506,35.06,35.88,44.96,25.27,66.67,68.75,42.27,Do not prioritize,2026-08-31 18:00:00
SC000000248,CUS00000062,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2867,28.67,35.88,38.9,25.27,74.67,68.75,40.26,Do not prioritize,2026-08-31 18:00:00
SC000000249,CUS00000063,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6325,63.25,89.14,81.0,16.01,83.33,65.62,67.14,Low,2026-08-31 18:00:00
SC000000250,CUS00000063,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4071,40.71,89.14,53.5,16.01,75.33,65.62,55.2,Do not prioritize,2026-08-31 18:00:00
SC000000251,CUS00000063,2026-08-31,P007,sge_propensity_logreg,v3.0,0.363,36.3,89.14,54.75,16.01,83.33,65.62,55.15,Do not prioritize,2026-08-31 18:00:00
SC000000252,CUS00000063,2026-08-31,P009,sge_propensity_logreg,v3.0,0.603,60.3,89.14,67.44,16.01,83.33,65.62,63.69,Low,2026-08-31 18:00:00
SC000000253,CUS00000064,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5717,57.17,26.62,52.15,67.02,78.33,65.62,54.49,Do not prioritize,2026-08-31 18:00:00
SC000000254,CUS00000064,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2585,25.85,26.62,24.65,67.02,86.33,65.62,41.96,Do not prioritize,2026-08-31 18:00:00
SC000000255,CUS00000064,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1769,17.69,26.62,25.9,67.02,86.33,65.62,40.17,Do not prioritize,2026-08-31 18:00:00
SC000000256,CUS00000064,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5034,50.34,26.62,44.27,67.02,86.33,65.62,52.01,Do not prioritize,2026-08-31 18:00:00
SC000000257,CUS00000065,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4933,49.33,59.94,45.17,66.92,78.33,90.62,60.29,Low,2026-08-31 18:00:00
SC000000258,CUS00000065,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4356,43.56,59.94,48.92,66.92,78.33,90.62,59.6,Do not prioritize,2026-08-31 18:00:00
SC000000259,CUS00000065,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6266,62.66,59.94,61.92,66.92,78.33,90.62,66.97,Low,2026-08-31 18:00:00
SC000000260,CUS00000065,2026-08-31,P009,sge_propensity_logreg,v3.0,0.9044,90.44,59.94,79.99,66.92,78.33,90.62,77.53,Medium,2026-08-31 18:00:00
SC000000261,CUS00000066,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6104,61.04,56.64,47.98,68.36,86.33,65.62,61.63,Low,2026-08-31 18:00:00
SC000000262,CUS00000066,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6125,61.25,56.64,47.98,68.36,86.33,65.62,61.69,Low,2026-08-31 18:00:00
SC000000263,CUS00000066,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3943,39.43,56.64,34.23,68.36,86.33,65.62,53.48,Do not prioritize,2026-08-31 18:00:00
SC000000264,CUS00000066,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7033,70.33,56.64,47.98,68.36,86.33,65.62,63.96,Low,2026-08-31 18:00:00
SC000000265,CUS00000067,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6361,63.61,77.78,47.85,73.85,82.33,77.5,68.09,Low,2026-08-31 18:00:00
SC000000266,CUS00000067,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6526,65.26,77.78,59.85,73.85,86.33,77.5,71.3,Medium,2026-08-31 18:00:00
SC000000267,CUS00000067,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7024,70.24,77.78,59.85,73.85,86.33,77.5,72.55,Medium,2026-08-31 18:00:00
SC000000268,CUS00000067,2026-08-31,P009,sge_propensity_logreg,v3.0,0.8105,81.05,77.78,64.1,73.85,86.33,77.5,76.1,Medium,2026-08-31 18:00:00
SC000000269,CUS00000068,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3031,30.31,37.8,37.63,17.81,74.67,61.88,38.99,Do not prioritize,2026-08-31 18:00:00
SC000000270,CUS00000068,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4359,43.59,37.8,52.13,17.81,74.67,61.88,45.21,Do not prioritize,2026-08-31 18:00:00
SC000000271,CUS00000068,2026-08-31,P007,sge_propensity_logreg,v3.0,0.282,28.2,37.8,45.13,17.81,74.67,61.88,39.96,Do not prioritize,2026-08-31 18:00:00
SC000000272,CUS00000068,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3091,30.91,37.8,45.31,17.81,74.67,61.88,40.68,Do not prioritize,2026-08-31 18:00:00
SC000000273,CUS00000069,2026-08-31,P001,sge_propensity_logreg,v3.0,0.137,13.7,22.71,32.38,10.03,38.0,28.12,22.56,Do not prioritize,2026-08-31 18:00:00
SC000000274,CUS00000069,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1576,15.76,22.71,17.38,10.03,38.0,28.12,20.07,Do not prioritize,2026-08-31 18:00:00
SC000000275,CUS00000069,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3176,31.76,22.71,29.88,10.03,34.0,28.12,26.17,Do not prioritize,2026-08-31 18:00:00
SC000000276,CUS00000069,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1238,12.38,22.71,16.13,10.03,38.0,28.12,18.98,Do not prioritize,2026-08-31 18:00:00
SC000000277,CUS00000070,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4059,40.59,21.61,58.27,28.06,62.67,62.5,42.85,Do not prioritize,2026-08-31 18:00:00
SC000000278,CUS00000070,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3198,31.98,21.61,41.52,28.06,54.67,62.5,36.55,Do not prioritize,2026-08-31 18:00:00
SC000000279,CUS00000070,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2107,21.07,21.61,35.27,28.06,62.67,62.5,33.37,Do not prioritize,2026-08-31 18:00:00
SC000000280,CUS00000070,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1795,17.95,21.61,34.39,28.06,62.67,62.5,32.41,Do not prioritize,2026-08-31 18:00:00
SC000000281,CUS00000071,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6691,66.91,59.96,55.54,46.29,30.0,38.75,53.65,Do not prioritize,2026-08-31 18:00:00
SC000000282,CUS00000071,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4616,46.16,59.96,34.04,46.29,38.0,38.75,44.96,Do not prioritize,2026-08-31 18:00:00
SC000000283,CUS00000071,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3765,37.65,59.96,23.04,46.29,38.0,38.75,40.63,Do not prioritize,2026-08-31 18:00:00
SC000000284,CUS00000071,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4481,44.81,59.96,28.04,46.29,34.0,38.75,43.02,Do not prioritize,2026-08-31 18:00:00
SC000000285,CUS00000072,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3379,33.79,26.72,45.48,36.46,38.0,59.38,38.09,Do not prioritize,2026-08-31 18:00:00
SC000000286,CUS00000072,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1956,19.56,26.72,19.48,36.46,38.0,59.38,29.34,Do not prioritize,2026-08-31 18:00:00
SC000000287,CUS00000072,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2314,23.14,26.72,19.48,36.46,38.0,59.38,30.23,Do not prioritize,2026-08-31 18:00:00
SC000000288,CUS00000072,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1765,17.65,26.72,18.36,36.46,38.0,59.38,28.64,Do not prioritize,2026-08-31 18:00:00
SC000000289,CUS00000073,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5922,59.22,74.53,55.91,21.82,74.67,61.88,57.82,Do not prioritize,2026-08-31 18:00:00
SC000000290,CUS00000073,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4759,47.59,74.53,34.66,21.82,70.67,61.88,50.26,Do not prioritize,2026-08-31 18:00:00
SC000000291,CUS00000073,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2778,27.78,74.53,29.66,21.82,70.67,61.88,44.31,Do not prioritize,2026-08-31 18:00:00
SC000000292,CUS00000073,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5685,56.85,74.53,44.78,21.82,74.67,61.88,55.0,Do not prioritize,2026-08-31 18:00:00
SC000000293,CUS00000074,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2471,24.71,48.48,12.8,46.09,58.0,45.83,35.73,Do not prioritize,2026-08-31 18:00:00
SC000000294,CUS00000074,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3754,37.54,48.48,31.8,46.09,58.0,45.83,42.74,Do not prioritize,2026-08-31 18:00:00
SC000000295,CUS00000074,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2373,23.73,48.48,17.8,46.09,58.0,45.83,36.48,Do not prioritize,2026-08-31 18:00:00
SC000000296,CUS00000074,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7363,73.63,48.48,43.8,46.09,50.0,45.83,53.36,Do not prioritize,2026-08-31 18:00:00
SC000000297,CUS00000075,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3382,33.82,24.52,38.25,27.33,49.67,33.75,33.45,Do not prioritize,2026-08-31 18:00:00
SC000000298,CUS00000075,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3748,37.48,24.52,33.75,27.33,49.67,33.75,33.47,Do not prioritize,2026-08-31 18:00:00
SC000000299,CUS00000075,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1952,19.52,24.52,18.25,27.33,49.67,33.75,25.88,Do not prioritize,2026-08-31 18:00:00
