deposit_id,customer_id,open_date,maturity_date,deposit_type,term_months,currency,principal_amount,current_balance,interest_rate,auto_renew_flag,early_withdraw_flag,deposit_status,total_deposit_balance,deposit_count,maturity_30d_amount,maturity_60d_amount,days_to_nearest_maturity
DEP000000163,CUS00000308,2026-01-24,2026-07-23,TERM,6,VND,38052497.01,39387104.35,4.539,True,True,ROLLED_OVER,39387104.35,1,0.0,0.0,
DEP000000164,CUS00000310,2026-04-17,2026-10-14,TERM,6,VND,203094970.2,212358871.86,5.923,False,False,ACTIVE,212358871.86,1,0.0,203094970.2,44
DEP000000165,CUS00000318,2026-06-12,2026-09-10,TERM,3,VND,129243873.77,129738952.0,4.154,True,False,MATURING_SOON,323257688.47,2,129243873.77,317588727.11,10
DEP000000166,CUS00000318,2026-07-23,2026-10-21,TERM,3,VND,188344853.34,193518736.46,4.56,True,False,ACTIVE,323257688.47,2,129243873.77,317588727.11,10
DEP000000167,CUS00000320,2026-08-02,2027-07-28,TERM,12,VND,11037560.09,11538281.14,4.556,True,False,ACTIVE,11538281.14,1,0.0,0.0,331
DEP000000168,CUS00000322,2025-05-09,2026-10-31,FLEXI,18,VND,135201325.68,138375163.27,5.734,True,False,ACTIVE,138375163.27,1,0.0,0.0,61
DEP000000169,CUS00000323,2026-07-01,2027-06-26,TERM,12,VND,15641198.54,16407454.66,4.511,True,False,ACTIVE,16407454.66,1,0.0,0.0,299
DEP000000170,CUS00000324,2026-07-30,2027-01-26,TERM,6,VND,26321051.33,27422598.79,4.727,True,False,ACTIVE,27422598.79,1,0.0,0.0,148
DEP000000171,CUS00000325,2026-08-20,2027-05-17,TERM,9,VND,309423362.75,313802309.85,4.776,False,False,ACTIVE,581240535.18,2,266435850.32,266435850.32,16
DEP000000172,CUS00000325,2025-03-25,2026-09-16,TERM,18,VND,266435850.32,267438225.33,4.688,False,False,MATURING_SOON,581240535.18,2,266435850.32,266435850.32,16
DEP000000173,CUS00000334,2024-10-03,2026-09-23,TERM,24,VND,2293682798.41,2319410301.53,4.159,True,False,MATURING_SOON,2319410301.53,1,2293682798.41,2293682798.41,23
DEP000000174,CUS00000338,2024-10-06,2026-09-26,TERM,24,VND,54017905.97,56628413.75,5.687,True,False,MATURING_SOON,56628413.75,1,54017905.97,54017905.97,26
DEP000000175,CUS00000339,2025-06-02,2027-05-23,TERM,24,VND,1926579608.4,1962324349.5,4.102,True,False,ACTIVE,1962324349.5,1,0.0,0.0,265
DEP000000176,CUS00000342,2026-07-12,2026-08-11,TERM,1,VND,277629662.38,0.0,4.978,False,False,MATURED,316793545.54,2,306976689.54,306976689.54,0
DEP000000177,CUS00000342,2026-06-02,2026-08-31,TERM,3,VND,306976689.54,316793545.54,5.443,False,False,MATURING_SOON,316793545.54,2,306976689.54,306976689.54,0
DEP000000178,CUS00000345,2025-05-22,2026-11-13,TERM,18,VND,750025899.08,751031861.57,3.665,True,False,ACTIVE,751031861.57,1,0.0,0.0,74
DEP000000179,CUS00000347,2025-05-02,2026-10-24,TERM,18,VND,517815862.2,540778366.87,4.762,True,False,ACTIVE,540778366.87,1,0.0,517815862.2,54
DEP000000180,CUS00000348,2025-03-07,2026-08-29,TERM,18,VND,2336822590.73,2428352033.79,3.735,True,True,ROLLED_OVER,2428352033.79,1,0.0,0.0,
DEP000000181,CUS00000350,2026-06-29,2026-12-26,TERM,6,VND,339548680.3,339817988.39,5.192,True,False,ACTIVE,889961785.81,2,525028784.05,525028784.05,4
DEP000000182,CUS00000350,2025-03-13,2026-09-04,TERM,18,VND,525028784.05,550143797.42,4.232,False,False,MATURING_SOON,889961785.81,2,525028784.05,525028784.05,4
DEP000000183,CUS00000352,2026-02-07,2026-08-06,TERM,6,VND,270929919.0,0.0,5.067,True,False,MATURED,0.0,1,0.0,0.0,
DEP000000184,CUS00000353,2025-03-13,2027-03-03,TERM,24,VND,41109307.26,41328267.41,3.556,False,False,ACTIVE,41328267.41,1,0.0,0.0,184
DEP000000185,CUS00000355,2026-05-10,2026-11-06,TERM,6,VND,102621825.93,102989627.78,3.806,True,False,ACTIVE,102989627.78,1,0.0,0.0,67
DEP000000186,CUS00000356,2026-08-05,2026-09-04,FLEXI,1,VND,122190737.53,123035402.33,4.835,True,False,MATURING_SOON,242705834.6,2,122190737.53,122190737.53,4
DEP000000187,CUS00000356,2026-08-07,2027-02-03,TERM,6,VND,114445110.8,119670432.27,4.304,False,False,ACTIVE,242705834.6,2,122190737.53,122190737.53,4
DEP000000188,CUS00000358,2026-08-08,2027-02-04,TERM,6,VND,998383944.49,1021951722.05,4.213,True,False,ACTIVE,1480964202.06,2,0.0,0.0,64
DEP000000189,CUS00000358,2026-08-05,2026-11-03,TERM,3,VND,449906848.6,459012480.01,5.257,True,False,ACTIVE,1480964202.06,2,0.0,0.0,64
DEP000000190,CUS00000359,2025-08-27,2027-02-18,TERM,18,VND,79655100.95,83058665.06,5.776,True,False,ACTIVE,116210571.59,2,0.0,0.0,171
DEP000000191,CUS00000359,2026-02-28,2028-02-18,TERM,24,VND,32216487.57,33151906.53,4.194,True,False,ACTIVE,116210571.59,2,0.0,0.0,171
DEP000000192,CUS00000360,2026-06-23,2026-07-23,TERM,1,VND,179303526.32,186306477.11,4.285,False,False,ROLLED_OVER,186306477.11,1,0.0,0.0,
DEP000000193,CUS00000363,2025-04-01,2026-09-23,TERM,18,VND,57393692.53,57721444.69,3.625,False,False,MATURING_SOON,57721444.69,1,57393692.53,57393692.53,23
DEP000000194,CUS00000368,2024-09-14,2026-09-04,TERM,24,VND,221921269.99,230715933.48,5.289,True,False,MATURING_SOON,230715933.48,1,221921269.99,221921269.99,4
DEP000000195,CUS00000373,2025-12-26,2026-09-22,TERM,9,VND,152117933.08,152419068.63,5.224,False,False,MATURING_SOON,215216082.65,2,152117933.08,152117933.08,22
DEP000000196,CUS00000373,2026-08-16,2028-02-07,TERM,18,VND,60282369.4,62797014.02,5.916,True,False,ACTIVE,215216082.65,2,152117933.08,152117933.08,22
DEP000000197,CUS00000375,2026-06-09,2026-09-07,TERM,3,VND,363428336.59,374991416.8,4.051,True,False,MATURING_SOON,374991416.8,1,363428336.59,363428336.59,7
DEP000000198,CUS00000376,2026-04-14,2027-01-09,TERM,9,VND,95570533.75,97901497.56,4.392,False,False,ACTIVE,97901497.56,1,0.0,0.0,131
DEP000000199,CUS00000377,2026-05-22,2026-08-20,FLEXI,3,VND,194251469.58,199269040.89,5.56,True,False,ROLLED_OVER,199269040.89,1,0.0,0.0,
DEP000000200,CUS00000379,2025-07-31,2026-07-26,TERM,12,VND,428672111.1,436786776.76,4.148,True,False,ROLLED_OVER,436786776.76,1,0.0,0.0,
DEP000000201,CUS00000380,2026-06-28,2027-03-25,FLEXI,9,VND,1376058517.52,1393837239.22,4.579,True,False,ACTIVE,1393837239.22,1,0.0,0.0,206
DEP000000202,CUS00000382,2026-05-23,2027-02-17,TERM,9,VND,469924231.16,487961253.03,5.797,True,False,ACTIVE,984481004.49,2,0.0,0.0,170
DEP000000203,CUS00000382,2026-08-17,2027-08-12,TERM,12,VND,477318566.87,496519751.45,5.317,True,False,ACTIVE,984481004.49,2,0.0,0.0,170
DEP000000204,CUS00000391,2026-05-30,2026-11-26,TERM,6,VND,5196449809.46,5418790757.73,5.36,True,False,ACTIVE,5418790757.73,1,0.0,0.0,87
DEP000000205,CUS00000392,2025-12-29,2026-12-24,FLEXI,12,VND,163429664.62,167990661.66,4.774,True,False,ACTIVE,279731167.06,2,0.0,0.0,85
DEP000000206,CUS00000392,2026-02-27,2026-11-24,TERM,9,VND,111043058.58,111740505.4,5.177,False,False,ACTIVE,279731167.06,2,0.0,0.0,85
DEP000000207,CUS00000395,2026-07-17,2026-10-15,TERM,3,VND,369743423.91,379286078.81,4.616,True,True,ACTIVE,379286078.81,1,0.0,369743423.91,45
DEP000000208,CUS00000396,2026-06-27,2026-07-27,TERM,1,VND,155784320.38,156789621.06,4.28,True,False,ROLLED_OVER,156789621.06,1,0.0,0.0,
DEP000000209,CUS00000398,2024-12-06,2026-11-26,TERM,24,VND,53252831.85,54455172.92,5.687,True,False,ACTIVE,127648408.27,2,0.0,0.0,87
DEP000000210,CUS00000398,2026-07-21,2028-07-10,TERM,24,VND,73021566.05,73193235.35,4.045,False,False,ACTIVE,127648408.27,2,0.0,0.0,87
DEP000000211,CUS00000399,2025-04-18,2026-10-10,TERM,18,VND,197919884.97,201639114.55,3.974,True,False,ACTIVE,485737607.25,2,276209385.64,474129270.61,11
DEP000000212,CUS00000399,2025-09-16,2026-09-11,TERM,12,VND,276209385.64,284098492.7,5.903,True,False,MATURING_SOON,485737607.25,2,276209385.64,474129270.61,11
DEP000000213,CUS00000401,2026-03-10,2026-12-05,FLEXI,9,VND,218348427.7,221795387.18,3.685,True,False,ACTIVE,221795387.18,1,0.0,0.0,96
DEP000000214,CUS00000402,2026-05-19,2027-11-10,TERM,18,VND,882560688.09,920375406.26,3.984,False,False,ACTIVE,1705796213.59,2,757027131.6,757027131.6,18
DEP000000215,CUS00000402,2026-03-22,2026-09-18,TERM,6,VND,757027131.6,785420807.33,5.659,False,False,MATURING_SOON,1705796213.59,2,757027131.6,757027131.6,18
DEP000000216,CUS00000403,2025-11-24,2026-08-21,FLEXI,9,VND,141515339.49,143549060.75,4.949,True,False,ROLLED_OVER,143549060.75,1,0.0,0.0,
DEP000000217,CUS00000404,2026-08-08,2028-01-30,TERM,18,VND,126966842.76,128760648.55,3.93,True,False,ACTIVE,128760648.55,1,0.0,0.0,517
DEP000000218,CUS00000408,2026-06-18,2026-09-16,TERM,3,VND,178660537.91,178915682.22,3.71,True,True,MATURING_SOON,178915682.22,1,178660537.91,178660537.91,16
DEP000000219,CUS00000409,2026-08-19,2026-09-18,TERM,1,VND,46896759.55,48756419.97,3.503,False,False,MATURING_SOON,48756419.97,1,46896759.55,46896759.55,18
DEP000000220,CUS00000411,2025-11-23,2026-08-20,FLEXI,9,VND,529464990.2,0.0,4.951,True,False,MATURED,0.0,1,0.0,0.0,
DEP000000221,CUS00000412,2025-08-12,2026-08-07,TERM,12,VND,665606459.65,668318838.65,3.655,False,False,ROLLED_OVER,884088335.28,2,212577373.42,212577373.42,3
DEP000000222,CUS00000412,2024-09-13,2026-09-03,FLEXI,24,VND,212577373.42,215769496.63,4.816,True,False,MATURING_SOON,884088335.28,2,212577373.42,212577373.42,3
DEP000000223,CUS00000417,2025-02-03,2026-07-28,TERM,18,VND,424862663.67,436421632.64,5.148,False,True,ROLLED_OVER,436421632.64,1,0.0,0.0,
DEP000000224,CUS00000418,2025-12-19,2026-09-15,TERM,9,VND,637180765.16,641873124.68,3.602,True,False,MATURING_SOON,641873124.68,1,637180765.16,637180765.16,15
DEP000000225,CUS00000421,2026-08-02,2027-01-29,TERM,6,VND,4577357898.8,4789707051.26,4.769,False,True,ACTIVE,4789707051.26,1,0.0,0.0,151
DEP000000226,CUS00000425,2025-12-15,2027-06-08,TERM,18,VND,79998277.55,80560918.43,4.333,True,True,ACTIVE,80560918.43,1,0.0,0.0,281
DEP000000227,CUS00000426,2026-05-15,2026-11-11,TERM,6,VND,45830784.28,46750204.36,4.099,True,False,ACTIVE,91391395.67,2,44063980.27,44063980.27,26
DEP000000228,CUS00000426,2026-06-28,2026-09-26,TERM,3,VND,44063980.27,44641191.31,5.151,True,False,MATURING_SOON,91391395.67,2,44063980.27,44063980.27,26
DEP000000229,CUS00000428,2025-11-17,2027-11-07,TERM,24,VND,1127585703.35,1177708176.29,5.706,True,False,ACTIVE,1177708176.29,1,0.0,0.0,433
DEP000000230,CUS00000430,2025-09-14,2027-09-04,TERM,24,VND,213238995.34,218775996.78,4.88,False,True,ACTIVE,218775996.78,1,0.0,0.0,369
DEP000000231,CUS00000434,2025-01-22,2027-01-12,TERM,24,VND,174956953.24,177682114.11,3.798,True,False,ACTIVE,177682114.11,1,0.0,0.0,134
DEP000000232,CUS00000437,2026-05-29,2026-11-25,TERM,6,VND,3520247690.63,3585367566.28,5.763,True,False,ACTIVE,3585367566.28,1,0.0,0.0,86
DEP000000233,CUS00000441,2025-07-02,2026-12-24,TERM,18,VND,71411327.19,71528737.33,3.765,True,True,ACTIVE,71528737.33,1,0.0,0.0,115
DEP000000234,CUS00000445,2026-02-16,2026-08-15,FLEXI,6,VND,111216891.35,115899687.54,6.112,True,False,ROLLED_OVER,115899687.54,1,0.0,0.0,
DEP000000235,CUS00000447,2025-08-29,2027-08-19,TERM,24,VND,211437315.98,212878697.49,3.826,False,False,ACTIVE,212878697.49,1,0.0,0.0,353
DEP000000236,CUS00000449,2026-07-03,2027-03-30,TERM,9,VND,66147283.1,67044888.76,4.817,False,False,ACTIVE,143243955.82,2,72855694.63,72855694.63,5
DEP000000237,CUS00000449,2025-03-14,2026-09-05,TERM,18,VND,72855694.63,76199067.06,5.258,True,False,MATURING_SOON,143243955.82,2,72855694.63,72855694.63,5
DEP000000238,CUS00000451,2026-02-28,2026-11-25,FLEXI,9,VND,84887730.49,86028096.65,5.591,True,False,ACTIVE,86028096.65,1,0.0,0.0,86
DEP000000239,CUS00000455,2025-03-17,2026-09-08,TERM,18,VND,295858979.11,306855573.06,5.339,True,False,MATURING_SOON,306855573.06,1,295858979.11,295858979.11,8
DEP000000240,CUS00000456,2026-02-07,2027-02-02,TERM,12,VND,26152682.84,26714772.89,4.591,False,False,ACTIVE,26714772.89,1,0.0,0.0,155
DEP000000241,CUS00000458,2026-07-11,2027-01-07,TERM,6,VND,69916732.98,70207408.51,4.003,False,False,ACTIVE,70207408.51,1,0.0,0.0,129
DEP000000242,CUS00000460,2026-03-30,2026-09-26,TERM,6,VND,48106175.07,50489652.4,4.408,False,True,MATURING_SOON,249920002.89,2,48106175.07,48106175.07,26
DEP000000243,CUS00000460,2025-09-28,2027-03-22,TERM,18,VND,191499950.2,199430350.49,3.581,True,False,ACTIVE,249920002.89,2,48106175.07,48106175.07,26
DEP000000244,CUS00000461,2024-09-07,2026-08-28,TERM,24,VND,302248207.8,306640511.54,5.845,True,False,ROLLED_OVER,306640511.54,1,0.0,0.0,
DEP000000245,CUS00000463,2025-10-06,2026-10-01,TERM,12,VND,50521555.83,51923240.74,3.901,False,False,ACTIVE,106118484.39,2,0.0,50521555.83,31
DEP000000246,CUS00000463,2026-05-05,2026-08-03,FLEXI,3,VND,53849096.78,54195243.65,5.522,True,False,ROLLED_OVER,106118484.39,2,0.0,50521555.83,31
DEP000000247,CUS00000472,2026-08-06,2028-01-28,TERM,18,VND,5396226.23,5504731.55,5.212,True,False,ACTIVE,5504731.55,1,0.0,0.0,515
DEP000000248,CUS00000474,2026-04-26,2026-07-25,TERM,3,VND,63090327.74,63440158.07,4.213,True,False,ROLLED_OVER,63440158.07,1,0.0,0.0,
DEP000000249,CUS00000475,2025-09-17,2026-09-12,TERM,12,VND,71772095.68,73641614.09,4.591,False,False,MATURING_SOON,73641614.09,2,71772095.68,71772095.68,12
DEP000000250,CUS00000475,2026-07-11,2026-08-10,FLEXI,1,VND,272567225.28,0.0,3.918,True,False,WITHDRAWN,73641614.09,2,71772095.68,71772095.68,12
DEP000000251,CUS00000480,2026-06-15,2027-12-07,TERM,18,VND,32365793.16,33464179.05,5.436,False,False,ACTIVE,33464179.05,1,0.0,0.0,463
DEP000000252,CUS00000481,2026-06-25,2026-12-22,TERM,6,VND,465804359.88,470805339.61,6.076,True,False,ACTIVE,470805339.61,1,0.0,0.0,113
DEP000000253,CUS00000484,2026-08-20,2026-11-18,FLEXI,3,VND,71054765.57,72865167.83,5.234,True,False,ACTIVE,177432607.89,2,0.0,0.0,79
DEP000000254,CUS00000484,2025-08-14,2026-08-09,TERM,12,VND,100746380.47,104567440.06,4.873,False,False,ROLLED_OVER,177432607.89,2,0.0,0.0,79
DEP000000255,CUS00000489,2026-08-08,2026-09-07,TERM,1,VND,117718695.19,122538396.74,5.255,True,False,MATURING_SOON,122538396.74,1,117718695.19,117718695.19,7
DEP000000256,CUS00000493,2026-05-31,2028-05-20,TERM,24,VND,106056886.39,107545083.33,5.231,True,False,ACTIVE,170025385.08,2,0.0,0.0,473
DEP000000257,CUS00000493,2025-12-27,2027-12-17,TERM,24,VND,59874968.05,62480301.75,3.548,True,False,ACTIVE,170025385.08,2,0.0,0.0,473
DEP000000258,CUS00000494,2025-03-14,2026-09-05,FLEXI,18,VND,263114274.69,272521335.47,4.669,True,False,MATURING_SOON,272521335.47,1,263114274.69,263114274.69,5
DEP000000259,CUS00000497,2026-07-29,2026-10-27,TERM,3,VND,751250447.61,778122863.61,3.785,False,False,ACTIVE,1321126583.49,2,525476242.62,1276726690.23,4
DEP000000260,CUS00000497,2025-03-13,2026-09-04,TERM,18,VND,525476242.62,543003719.89,4.22,True,True,MATURING_SOON,1321126583.49,2,525476242.62,1276726690.23,4
DEP000000261,CUS00000500,2026-05-16,2026-11-12,TERM,6,VND,2316158395.83,2406179136.82,3.585,False,False,ACTIVE,2406179136.82,1,0.0,0.0,73
DEP000000262,CUS00000502,2026-03-15,2026-09-11,TERM,6,VND,162990578.29,170782402.07,6.085,False,False,MATURING_SOON,255955971.95,2,162990578.29,162990578.29,11
DEP000000263,CUS00000502,2026-02-14,2026-11-11,TERM,9,VND,81466352.12,85173569.88,5.951,True,False,ACTIVE,255955971.95,2,162990578.29,162990578.29,11
DEP000000264,CUS00000503,2026-07-05,2027-12-27,TERM,18,VND,43727488.07,44851196.08,4.059,True,False,ACTIVE,258461966.41,2,203603148.68,203603148.68,24
DEP000000265,CUS00000503,2026-08-25,2026-09-24,TERM,1,VND,203603148.68,213610770.34,4.641,True,True,MATURING_SOON,258461966.41,2,203603148.68,203603148.68,24
DEP000000266,CUS00000504,2026-07-16,2027-07-11,TERM,12,VND,1101142313.84,1117145912.78,5.489,False,False,ACTIVE,1117145912.78,1,0.0,0.0,314
DEP000000267,CUS00000507,2026-02-14,2026-08-13,TERM,6,VND,31917701.56,33210812.36,5.004,False,True,ROLLED_OVER,86944424.92,2,52794020.52,52794020.52,19
DEP000000268,CUS00000507,2025-12-23,2026-09-19,TERM,9,VND,52794020.52,53733612.56,4.1,False,False,MATURING_SOON,86944424.92,2,52794020.52,52794020.52,19
DEP000000269,CUS00000512,2026-08-13,2026-09-12,TERM,1,VND,58918164.59,59233485.45,3.544,True,False,MATURING_SOON,59233485.45,1,58918164.59,58918164.59,12
DEP000000270,CUS00000520,2026-01-04,2026-10-01,TERM,9,VND,510102567.43,535163457.84,5.321,False,False,ACTIVE,535163457.84,1,0.0,510102567.43,31
DEP000000271,CUS00000522,2025-06-14,2026-12-06,TERM,18,VND,61053332.29,63898037.78,3.854,True,False,ACTIVE,63898037.78,1,0.0,0.0,97
DEP000000272,CUS00000523,2026-05-19,2026-11-15,TERM,6,VND,86478565.47,90747006.36,4.364,True,False,ACTIVE,90747006.36,1,0.0,0.0,76
DEP000000273,CUS00000527,2025-02-10,2026-08-04,FLEXI,18,VND,365131818.85,0.0,3.511,True,True,WITHDRAWN,0.0,1,0.0,0.0,
DEP000000274,CUS00000531,2026-08-10,2026-09-09,FLEXI,1,VND,12136592.72,12327664.58,6.101,False,False,MATURING_SOON,12327664.58,1,12136592.72,12136592.72,9
DEP000000275,CUS00000537,2026-02-06,2026-08-05,TERM,6,VND,793555087.97,0.0,5.205,False,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000000276,CUS00000538,2026-06-04,2027-03-01,TERM,9,VND,30558573.5,31473033.24,3.526,False,False,ACTIVE,31473033.24,1,0.0,0.0,182
DEP000000277,CUS00000540,2026-06-02,2026-08-31,TERM,3,VND,33142233.44,34142219.71,4.663,True,False,MATURING_SOON,77697257.38,2,33142233.44,33142233.44,0
DEP000000278,CUS00000540,2024-12-31,2026-12-21,TERM,24,VND,41847104.85,43555037.67,5.147,True,False,ACTIVE,77697257.38,2,33142233.44,33142233.44,0
DEP000000279,CUS00000541,2025-07-31,2027-07-21,TERM,24,VND,8817193.76,9023192.63,4.414,True,False,ACTIVE,9023192.63,1,0.0,0.0,324
DEP000000280,CUS00000546,2026-06-11,2027-03-08,TERM,9,VND,10680328.87,10800089.4,4.054,True,False,ACTIVE,10800089.4,1,0.0,0.0,189
DEP000000281,CUS00000549,2025-11-23,2026-11-18,TERM,12,VND,522893791.62,545247910.11,6.197,True,False,ACTIVE,1113058723.64,2,547585743.68,547585743.68,12
DEP000000282,CUS00000549,2025-03-21,2026-09-12,FLEXI,18,VND,547585743.68,567810813.53,5.72,True,False,MATURING_SOON,1113058723.64,2,547585743.68,547585743.68,12
DEP000000283,CUS00000550,2026-06-23,2026-07-23,TERM,1,VND,76019586.39,77650236.17,4.2,True,False,ROLLED_OVER,77650236.17,1,0.0,0.0,
DEP000000284,CUS00000554,2026-06-06,2026-09-04,TERM,3,VND,2235998837.28,2256748343.87,4.908,False,False,MATURING_SOON,3580392040.44,2,2235998837.28,2235998837.28,4
DEP000000285,CUS00000554,2026-07-13,2027-07-08,TERM,12,VND,1288770684.51,1323643696.57,6.184,True,False,ACTIVE,3580392040.44,2,2235998837.28,2235998837.28,4
DEP000000286,CUS00000556,2026-07-28,2026-10-26,TERM,3,VND,322699591.78,337319001.83,6.085,True,False,ACTIVE,1240565623.72,2,0.0,322699591.78,56
DEP000000287,CUS00000556,2026-07-21,2027-04-17,TERM,9,VND,879786637.72,903246621.89,5.99,True,False,ACTIVE,1240565623.72,2,0.0,322699591.78,56
DEP000000288,CUS00000558,2025-10-14,2027-04-07,TERM,18,VND,90391809.8,93358842.89,3.895,False,False,ACTIVE,93358842.89,1,0.0,0.0,219
DEP000000289,CUS00000560,2025-09-27,2026-09-22,TERM,12,VND,248526462.43,258761794.57,4.698,False,False,MATURING_SOON,495099843.38,2,477258205.8,477258205.8,20
DEP000000290,CUS00000560,2025-09-25,2026-09-20,TERM,12,VND,228731743.37,236338048.8,5.667,True,False,MATURING_SOON,495099843.38,2,477258205.8,477258205.8,20
DEP000000291,CUS00000561,2026-08-01,2026-08-31,TERM,1,VND,640661663.6,668228221.23,5.676,True,False,MATURING_SOON,668228221.23,2,640661663.6,640661663.6,0
DEP000000292,CUS00000561,2025-11-14,2026-08-11,TERM,9,VND,1307544152.48,0.0,5.767,True,False,MATURED,668228221.23,2,640661663.6,640661663.6,0
DEP000000293,CUS00000564,2026-03-06,2028-02-24,TERM,24,VND,48013794.09,50200262.15,5.922,True,False,ACTIVE,94221920.01,2,0.0,42256390.01,38
DEP000000294,CUS00000564,2026-07-10,2026-10-08,TERM,3,VND,42256390.01,44021657.86,3.646,True,True,ACTIVE,94221920.01,2,0.0,42256390.01,38
DEP000000295,CUS00000566,2024-09-13,2026-09-03,TERM,24,VND,128282831.89,131864404.37,4.367,False,False,MATURING_SOON,131864404.37,1,128282831.89,128282831.89,3
DEP000000296,CUS00000573,2026-05-19,2026-08-17,TERM,3,VND,28485023.42,29548134.68,4.392,True,False,ROLLED_OVER,29548134.68,1,0.0,0.0,
DEP000000297,CUS00000578,2026-08-12,2026-09-11,FLEXI,1,VND,54086982.35,55471718.62,4.836,False,False,MATURING_SOON,55471718.62,1,54086982.35,54086982.35,11
DEP000000298,CUS00000579,2026-05-25,2026-11-21,FLEXI,6,VND,671106765.45,676914230.15,4.131,False,False,ACTIVE,676914230.15,1,0.0,0.0,82
DEP000000299,CUS00000585,2026-05-27,2026-08-25,TERM,3,VND,154194444.29,160006325.12,3.754,True,False,ROLLED_OVER,160006325.12,1,0.0,0.0,
DEP000000300,CUS00000588,2026-03-14,2027-09-05,TERM,18,VND,163224365.33,167449316.97,4.059,False,False,ACTIVE,167449316.97,1,0.0,0.0,370
DEP000000301,CUS00000589,2026-05-22,2028-05-11,TERM,24,VND,492842778.22,503452281.52,4.711,True,False,ACTIVE,503452281.52,1,0.0,0.0,619
DEP000000302,CUS00000590,2026-01-05,2026-12-31,FLEXI,12,VND,49226683.96,49678318.95,3.869,False,False,ACTIVE,49678318.95,1,0.0,0.0,122
DEP000000303,CUS00000591,2026-01-28,2026-07-27,TERM,6,VND,43412177.68,0.0,5.405,False,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000000304,CUS00000592,2025-03-11,2026-09-02,TERM,18,VND,163959060.16,167584366.83,4.453,False,False,MATURING_SOON,167584366.83,1,163959060.16,163959060.16,2
DEP000000305,CUS00000593,2025-09-08,2027-03-02,TERM,18,VND,296695533.04,305552852.94,4.505,True,False,ACTIVE,305552852.94,1,0.0,0.0,183
DEP000000306,CUS00000594,2026-05-16,2027-02-10,TERM,9,VND,923377786.15,943224244.99,5.689,False,False,ACTIVE,1852833735.7,2,903284175.47,903284175.47,2
DEP000000307,CUS00000594,2025-03-11,2026-09-02,TERM,18,VND,903284175.47,909609490.71,4.859,False,False,MATURING_SOON,1852833735.7,2,903284175.47,903284175.47,2
DEP000000308,CUS00000595,2026-05-31,2027-02-25,FLEXI,9,VND,223835217.88,231356492.39,3.963,False,False,ACTIVE,231356492.39,1,0.0,0.0,178
DEP000000309,CUS00000597,2025-11-13,2026-11-08,TERM,12,VND,77582321.02,80451140.78,3.861,True,False,ACTIVE,80451140.78,1,0.0,0.0,69
DEP000000310,CUS00000598,2026-07-11,2026-08-10,TERM,1,VND,171332841.46,0.0,5.948,True,False,MATURED,0.0,1,0.0,0.0,
DEP000000311,CUS00000600,2025-06-30,2026-12-22,TERM,18,VND,75237765.67,75956014.5,5.748,False,False,ACTIVE,75956014.5,1,0.0,0.0,113
DEP000000312,CUS00000603,2025-12-14,2026-09-10,TERM,9,VND,519714236.79,523531640.15,5.756,True,False,MATURING_SOON,1042956212.24,2,1029630829.23,1029630829.23,5
DEP000000313,CUS00000603,2025-09-10,2026-09-05,TERM,12,VND,509916592.44,519424572.09,4.71,False,False,MATURING_SOON,1042956212.24,2,1029630829.23,1029630829.23,5
DEP000000314,CUS00000604,2026-08-10,2026-11-08,TERM,3,VND,119826636.63,123994901.93,4.336,False,False,ACTIVE,355027200.94,2,0.0,0.0,69
